id,value,name,loc_type,parent,latitude,longitude
12256,30594455479,KANAKSAR,5,30594455,,
12257,30291890132,BASUDEBPUR,5,30291890,,
12258,30594487600,MAMUD PATTI,5,30594487,,
12259,30594431817,PURBA BURDIA,5,30594431,,
12260,30298485900,SHYAMPUR,5,30298485,,
12261,30594431079,BANSEMANTA,5,30594431,,
12262,30296227545,KHAIA,5,30296227,,
12263,30298466618,LAKHARKANDI,5,30298466,,
12264,30296294295,GAHERPUR,5,30296294,,
12265,30599487635,MANDRA,5,30599487,,
12266,30291835410,GOBINDAPUR,5,30291835,,
12267,30594439897,SHIMULIA,5,30594439,,
12268,30595657303,CHAR DUMRIA,5,30595657,,
12269,30599415942,SHOLAKANDA,5,30599415,,
12270,30594431764,PASCHIM BURDIA,5,30594431,,
12271,30594455302,DHITPUR,5,30594455,,
12272,30599463516,JASHALONG,5,30599463,,
12273,30594439239,DAKSHIN HALDIA,5,30594439,,
12274,30599415456,GOARA,5,30599415,,
12275,30291890306,DARIRAMDIA,5,30291890,,
12276,30298485349,CHAUDDA RASHI,5,30298485,,
12277,30599463493,HATKHAN,5,30599463,,
12278,30594487257,DAKSHIN MEDINI MANDAL,5,30594487,,
12279,30594487657,MAWA,5,30594487,,
12280,30595657047,ASURAN,5,30595657,,
12281,30548752466,JALSEN,5,30548752,,
12282,30291835327,DEOGACHHA,5,30291835,,
12283,30594471541,KHARIA,5,30594471,,
12284,30296294221,CHHATAR PARA,5,30296294,,
12285,30595620407,DIARA SAIDPUR,5,30595620,,
12286,30291830796,PURBA BHATDI,5,30291830,,
12287,30296227203,CHAUSARA,5,30296227,,
12288,30291830887,SARBANANDIA,5,30291830,,
12289,30296294141,BIBIRKANDI,5,30296294,,
12290,30599463284,CHHOTA KEWAR,5,30599463,,
12291,30594431017,APAR,5,30594431,,
12292,30298485833,SATARA RASHI,5,30298485,,
12293,30296227037,ATAIL,5,30296227,,
12294,30594413595,MALIRANKA,5,30594413,,
12295,30298466631,MAJKANDI,5,30298466,,
12296,30298419645,MATUK CHAR,5,30298419,,
12297,30295673741,NOAPARA BAZAR,5,30295673,,
12298,30599415598,KHURDA CHASHI,5,30599415,,
12299,30595657701,MOLLAHKANDI,5,30595657,,
12300,30298485699,NOYRASHI,5,30298485,,
12301,30291830626,MADHABPUR,5,30291830,,
12302,30296227953,SREERAMDIA,5,30296227,,
12303,30594455906,SINHERHATI,5,30594455,,
12304,30594431737,PALGAON,5,30594431,,
12305,30599487793,POTA PARA,5,30599487,,
12306,30291890539,KANKHARDIA,5,30291890,,
12307,30298466793,RAMCHANDRAPUR,5,30298466,,
12308,30296255012,AJIA,5,30296255,,
12309,30599487426,GANAISAR,5,30599487,,
12310,30296227074,BANSH AGARI,5,30296227,,
12311,30594413088,BARA BEJGAON,5,30594413,,
12312,30298485416,DASH HAZAR,5,30298485,,
12313,30595657028,AMGHATA,5,30595657,,
12314,30599415733,NURPUR,5,30599415,,
12315,30291071146,BIL BHARA,5,30291071,,
12316,30548731752,PURBA KHAS BANDARKHOLA,5,30548731,,
12317,30291830601,KUMARKHALI,5,30291830,,
12318,30291835577,KHAMAR PARA,5,30291835,,
12319,30296294124,BHAT PARA,5,30296294,,
12320,30298457268,CHAR KHATARIA,5,30298457,,
12321,30298457295,CHAR NOAPARA,5,30298457,,
12322,30599487523,JOGANIA,5,30599487,,
12323,30548752523,KAWLI PARA,5,30548752,,
12324,30595620919,SOLAR CHAR,5,30595620,,
12325,30594471843,RANIGAON,5,30594471,,
12326,30296294187,CHAPKHANDA,5,30296294,,
12327,30595657151,CHAITAR CHAR,5,30595657,,
12328,30594494435,JHAUTIA,5,30594494,,
12329,30594494568,KORHATI,5,30594494,,
12330,30594471994,WARI,5,30594471,,
12331,30594494097,BARA NAOPARA,5,30594494,,
12332,30291835407,GHOSHPUR,5,30291835,,
12333,30594494710,PAIKARA,5,30594494,,
12334,30594494959,TEUTIA,5,30594494,,
12335,30594447701,NAOPARA,5,30594447,,
12665,30291860688,MITAIN,5,30291860,,
12336,30594494861,RAUTGAON,5,30594494,,
12337,30599463905,SERAJABAD,5,30599463,,
12338,30296255316,GAYESHPUR,5,30296255,,
12339,30291890636,MAHISALA,5,30291890,,
12340,30594431790,PHALPAKAIR,5,30594431,,
12341,30594413932,SUNDISAR,5,30594413,,
12342,30291830939,SUGANDHI,5,30291830,,
12343,30599487269,CHATATI PARA,5,30599487,,
12344,30599415157,BHATNISAR,5,30599415,,
12345,30594471008,ANANTASAR,5,30594471,,
12346,30594447115,BASIRA,5,30594447,,
12347,30594431470,KALURGAON,5,30594431,,
12348,30291835389,GANGI,5,30291835,,
12349,30594413204,CHHATRISH,5,30594413,,
12350,30291835288,DAITARKATHI,5,30291835,,
12351,30594431346,GAODIA,5,30594431,,
12352,30291071014,ADAMPUR,5,30291071,,
12353,30595657445,GABUABARI,5,30595657,,
12354,30599471620,MALDHA,5,30599471,,
12355,30298485336,CHAR RASHI,5,30298485,,
12356,30298466994,UZIR KHARKANDI,5,30298466,,
12357,30298457430,DHEUKHALI,5,30298457,,
12358,30296255233,DADPUR,5,30296255,,
12359,30298447134,CHAR BALIA,5,30298447,,
12360,30291830772,PASCHIM BHATDI,5,30291830,,
12361,30296227524,KARIAIL,5,30296227,,
12362,30599487755,PANCHGAON,5,30599487,,
12363,30594471248,DAKSHIN KUMARBHOG,5,30594471,,
12364,30298485840,SAT RASHI,5,30298485,,
12365,30296255362,GORAIL,5,30296255,,
12366,30296227780,PARADIA,5,30296227,,
12367,30594431319,DIGHALI,5,30594431,,
12368,30291071812,RAJAPUR,5,30291071,,
12369,30594471044,BAJPUR,5,30594471,,
12370,30594447062,BANKAIJ,5,30594447,,
12371,30298457497,HARINA,5,30298457,,
12372,30595657672,MASIMPUR,5,30595657,,
12373,30296255611,LASKARDIA,5,30296255,,
12374,30298485174,CHAR BRAHMANDI,5,30298485,,
12375,30594431390,HARIDIA,5,30594431,,
12376,30595620369,DAKSHIN TARKI,5,30595620,,
12377,30594471146,BHOWER,5,30594471,,
12378,30291890417,GOLA JOYNAGAR,5,30291890,,
12379,30298485040,ATRASHI,5,30298485,,
12380,30548711152,BARA KHAS BANDARKHOLA,5,30548711,,
12381,30548752170,BATESHWAR,5,30548752,,
12382,30291071629,MANIKDAHA,5,30291071,,
12383,30595657691,MOLLAHBARI,5,30595657,,
12384,30296255391,HASANHATI,5,30296255,,
12385,30594494159,BHOJGAON,5,30594494,,
12386,30599463067,BAGHIA,5,30599463,,
12387,30594447461,KALMA,5,30594447,,
12388,30291835215,CHANDIBILA,5,30291835,,
12389,30291830069,BAGDIA,5,30291830,,
12390,30599463695,NAYANA,5,30599463,,
12391,30291071563,LAKSHMIPUR,5,30291071,,
12392,30298485026,ARAI RASHI,5,30298485,,
12393,30298447578,KHATARIA,5,30298447,,
12394,30291890368,DOBRA,5,30291890,,
12395,30296294466,KADAMTALI,5,30296294,,
12396,30595620009,ADHARA,5,30595620,,
12397,30291830727,NAGDI,5,30291830,,
12398,30594447612,MARAIL,5,30594447,,
12399,30298485820,SARESAT RASHI,5,30298485,,
12400,30599487546,KAICHMALDHA,5,30599487,,
12401,30291071387,GOALDANGI,5,30291071,,
12402,30296227133,BHUBUKDIA,5,30296227,,
12403,30599471082,BAINKHARA,5,30599471,,
12404,30594431870,SANGRAM BIR,5,30594431,,
12405,30298457457,DUBAIL,5,30298457,,
12406,30595657284,CHAR SERAJABAD,5,30595657,,
12407,30291830448,HASAMDIA,5,30291830,,
12408,30296255615,LASKARPUR,5,30296255,,
12409,30291830594,KONDARDIA,5,30291830,,
12410,30298485053,BAISH RASHI,5,30298485,,
12411,30595620976,TEPIR CHAR,5,30595620,,
12412,30594431719,PAKHIDIA,5,30594431,,
12413,30548711340,CHHOTA KHAS BANDARKHOLA,5,30548711,,
12414,30291890567,KERSAIL,5,30291890,,
12415,30594447222,DAHARI,5,30594447,,
12416,30599487336,DASOTTAR,5,30599487,,
12417,30594447382,GORAKANDA,5,30594447,,
12418,30296255636,MAJHIKANDA,5,30296255,,
12419,30599487583,KHALAGAON,5,30599487,,
12420,30595657795,PASCHIM PAR,5,30595657,,
12421,30548752779,RANJIT KHAN,5,30548752,,
12422,30291087980,UTTAR AKANBARIA,5,30291087,,
12423,30595620123,BHASAN CHAR,5,30595620,,
12424,30291071453,JAHANPUR,5,30291071,,
12425,30548752932,TAR PASHA,5,30548752,,
12426,30599463822,PURA,5,30599463,,
12427,30594494999,PAIKARA,5,30594494,,
12428,30594494177,BRAHMANGAON,5,30594494,,
12429,30599471710,NAYSANKAR,5,30599471,,
12430,30296227932,SONAKHOLA,5,30296227,,
12431,30296255154,BINOKDIA,5,30296255,,
12432,30291063175,BRAHMANDI,5,30291063,,
12433,30298447968,UTTAR CHAR DUBAIL,5,30298447,,
12434,30291890789,PREMTARA,5,30291890,,
12435,30595620274,CHAR JOHNSON,5,30595620,,
12436,30291087270,DAKSHIN AKANBARIA,5,30291087,,
12437,30296255432,JANGURDI,5,30296255,,
12438,30594431835,RANADIA,5,30594431,,
12439,30594431328,DUALLI (CHAR),5,30594431,,
12440,30595657110,BAHERKANDI,5,30595657,,
12441,30291890027,ARAZI PAIKHATI,5,30291890,,
12442,30291835414,GOHAILBARI,5,30291835,,
12443,30291071336,FAZILPUR,5,30291071,,
12444,30296255857,SHAKRAIL,5,30296255,,
12445,30599471553,KAMARKHARA,5,30599471,,
12446,30595620189,CHAR ABDULLAH,5,30595620,,
12447,30595620729,NAGAR DUBSA,5,30595620,,
12448,30291835619,LANKAR CHAR,5,30291835,,
12449,30594447266,DHAIDA,5,30594447,,
12450,30594431213,CHHOTA BARGOIGAON,5,30594431,,
12451,30296233170,CHAK NAODUBI,5,30296233,,
12452,30599487291,CHITRAKARA,5,30599487,,
12453,30548752788,SABAJNAGAR,5,30548752,,
12454,30291830010,AMURDI,5,30291830,,
12455,30594431399,HISYA RANADIA,5,30594431,,
12456,30291890560,KAYRA,5,30291890,,
12457,30869480898,CHHOTA SATGAON,5,30869480,,
12458,30291063775,PRANPUR,5,30291063,,
12459,30594447142,BHARAKAR,5,30594447,,
12460,30296255899,SHASHA,5,30296255,,
12461,30548752591,MAGURKHANDA,5,30548752,,
12462,30291890782,PATITA PARA RAMCHANDRAPUR,5,30291890,,
12463,30548711071,BAJEAPTI BANDARKHOLA,5,30548711,,
12464,30291071965,TULSIGHATA,5,30291071,,
12465,30296227258,DANGI NAGARKANDA,5,30296227,,
12466,30595657037,ANANDAPUR,5,30595657,,
12467,30291087731,NURULLAGANJ,5,30291087,,
12468,30291087160,BIL DHOPADANGA,5,30291087,,
12469,30296233770,PHULSUTI,5,30296233,,
12470,30599471149,BESNAL,5,30599471,,
12471,30594431355,GAUPARA,5,30594431,,
12472,30594431284,DHANKUNIA,5,30594431,,
12473,30291830730,NATIBDIA,5,30291830,,
12474,30594431772,PATALI,5,30594431,,
12475,30599487605,KUKRADI,5,30599487,,
12476,30291830834,RANGA MULARKANDI,5,30291830,,
12477,30599455478,HASAIL,5,30599455,,
12478,30291087358,GANGADHARDI,5,30291087,,
12479,30296255004,AINPUR,5,30296255,,
12480,30291860570,KHAIL PARA,5,30291860,,
12481,30595620862,RARI PARA,5,30595620,,
12482,30291890890,SATAIR,5,30291890,,
12483,30291860535,KANDAKUL,5,30291860,,
12484,30548763627,MATBARER CHAR,5,30548763,,
12485,30595657227,CHAR BESNAL,5,30595657,,
12486,30291087058,BAKPUR,5,30291087,,
12487,30599487448,GARURGAON,5,30599487,,
12488,30548019213,DARADIA,5,30548019,,
12489,30291087109,BHANGARDIA,5,30291087,,
12490,30595623208,CHAR BANIAN,5,30595623,,
12491,30296233116,BAUTI PARA,5,30296233,,
12492,30291071782,PUKHARIA,5,30291071,,
12493,30599471785,PAYSAGAON,5,30599471,,
12494,30291890702,MOHANPUR,5,30291890,,
12495,30599455104,BANARI,5,30599455,,
12496,30298438389,DAKSHIN CHARDUBAIL,5,30298438,,
12497,30296233512,KAOAKHOLA,5,30296233,,
12498,30291079095,BHADRAKANDA,5,30291079,,
12499,30296233840,RANPASHA,5,30296233,,
12500,30594447621,MARICHADI,5,30594447,,
12501,30296227416,JADURDIA,5,30296227,,
12502,30594431050,BARA TARATIA,5,30594431,,
12503,30548752233,CHAR CHANDRA,5,30548752,,
12504,30599471119,BARAIL,5,30599471,,
12505,30291830699,MOBARAKDIA,5,30291830,,
12506,30296227253,DANGI BANGALKANDA,5,30296227,,
12507,30869473348,DIAGAON,5,30869473,,
12508,30296255045,BAGUTIA,5,30296255,,
12509,30594431186,CHAITPUR,5,30594431,,
12510,30291087307,DHARMADI,5,30291087,,
12511,30296233865,SALITHA,5,30296233,,
12512,30599471164,BHAT PARA,5,30599471,,
12513,30291063599,MAIJHAIL,5,30291063,,
12514,30595638018,AKAL MEGH,5,30595638,,
12515,30291890125,BARA NAGAR,5,30291890,,
12516,30291079892,SIKDARKANDA,5,30291079,,
12517,30291890904,SHIBANANDAPUR,5,30291890,,
12518,30296255199,CHAUMUKHA,5,30296255,,
12519,30599447658,MULCHAR,5,30599447,,
12520,30599455740,PACHANKHOLA,5,30599455,,
12521,30291071702,NAZIRPUR,5,30291071,,
12522,30595638900,SILAI,5,30595638,,
12523,30594447808,PURBA BANDGAON,5,30594447,,
12524,30594447335,DULUKAIR,5,30594447,,
12525,30548752510,KARALI,5,30548752,,
12526,30291087351,FULMALLIK,5,30291087,,
12527,30869473066,ARRAH,5,30869473,,
12528,30869473549,KAHALIA BARAGAON,5,30869473,,
12529,30291830083,BAJITPUR,5,30291830,,
12530,30599455920,SILPARAN,5,30599455,,
12531,30291087087,BARRA,5,30291087,,
12532,30291079065,BALIAHATI,5,30291079,,
12533,30548779770,RAJAR CHAR BANDARKHOL,5,30548779,,
12534,30291071989,UTTAR BRAHMANKANDA,5,30291071,,
12535,30548752197,BHASALDI,5,30548752,,
12536,30869473037,AKIADAL,5,30869473,,
12537,30869480779,PAIN PARA,5,30869480,,
12538,30296267208,CHHAGALDI,5,30296267,,
12539,30599447359,DHANKORA,5,30599447,,
12540,30291890034,ARAZI SHIBANANDAPUR,5,30291890,,
12541,30291047592,MAHESWARDI,5,30291047,,
12542,30594447831,RAMKRISHNAPUR,5,30594447,,
12543,30291063541,KHATRA,5,30291063,,
12544,30291860180,BIL SARAIL,5,30291860,,
12545,30296299699,NAGARKANDA,5,30296299,,
12546,30595623322,CHAR SILAI,5,30595623,,
12547,30594447192,CHHOTA NAODDA,5,30594447,,
12548,30291835226,CHAR CHHATIANI,5,30291835,,
12549,30291815831,RAMNAGAR,5,30291815,,
12550,30291087343,FUKURHATI,5,30291087,,
12551,30291830281,DADPUR,5,30291830,,
12552,30869473564,KALIKAL,5,30869473,,
12553,30594447728,PAKIRA,5,30594447,,
12554,30869473103,BARADIA,5,30869473,,
12555,30594447755,PASCHIM BANDAGAON,5,30594447,,
12556,30296233399,HIABALDI,5,30296233,,
12557,30291860580,KHORSUTI,5,30291860,,
12558,30599455882,SAULPARAN,5,30599455,,
12559,30291815873,SAIDPUR,5,30291815,,
12560,30599447867,SARISHABAN,5,30599447,,
12561,30595638814,PURBA RAKHI,5,30595638,,
12562,30594447026,ATANG,5,30594447,,
12563,30599447875,SATHAK,5,30599447,,
12564,30296255591,KUMARKANDA,5,30296255,,
12565,30869465363,DIARA NAODOBA,5,30869465,,
12566,30548752519,KANTHALBARI,5,30548752,,
12567,30291079007,ABDULLAHBAD,5,30291079,,
12568,30594447939,TELIRBHAG,5,30594447,,
12569,30296255491,KALYANPATTI,5,30296255,,
12570,30291079548,KOSHADANGA,5,30291079,,
12571,30291830598,KRISHNANAGAR,5,30291830,,
12572,30599455344,DATARA,5,30599455,,
12573,30296299303,GANG JAGDIA,5,30296299,,
12574,30599447396,DIGHIR PARA,5,30599447,,
12575,30548763367,DAKSHIN CHAR JANAJAT,5,30548763,,
12576,30296250774,PORADIA BALIA,5,30296250,,
12577,30599455044,ATIGAON,5,30599455,,
12578,30594447746,PASAIL,5,30594447,,
12579,30599455321,DAKSHIN MANDA,5,30599455,,
12580,30594447923,SUDHIR,5,30594447,,
12581,30296250745,PANCH KAICHAIL,5,30296250,,
12582,30291815921,SOTASI,5,30291815,,
12583,30548763860,SARE EGARARASHI,5,30548763,,
12584,30869473861,RAMNEOAL,5,30869473,,
12585,30291860229,CHAR CHATIANI,5,30291860,,
12586,30869473668,LAUHAJANG,5,30869473,,
12587,30548763851,SAREBISH RASHI,5,30548763,,
12588,30869473920,SOHAGDAL,5,30869473,,
12589,30291047585,MADHABPUR,5,30291047,,
12590,30869473393,DURASA,5,30869473,,
12591,30291860247,CHAR RUIJANI,5,30291860,,
12592,30599455160,BIDGAON,5,30599455,,
12593,30548763546,KHARAKANDI,5,30548763,,
12594,30291860146,BELJANI,5,30291860,,
12595,30548758143,BARA KESHABPUR,5,30548758,,
12596,30599447074,BAHERAK,5,30599447,,
12597,30599447209,CHAKAMKHOLA,5,30599447,,
12598,30291047716,NOAPARA,5,30291047,,
12599,30291825695,MITHAPUR,5,30291825,,
12600,30296299624,MADHYA JAGDIA,5,30296299,,
12601,30599455721,NOADDA,5,30599455,,
12602,30599455474,HOGALESHWAR,5,30599455,,
12603,30296299528,KARPARA,5,30296299,,
12604,30291079365,GAZARIA,5,30291079,,
12605,30548752026,BAGHIA,5,30548752,,
12606,30291860026,ALANGKHAL,5,30291860,,
12607,30599455463,GUNGAON,5,30599455,,
12608,30291815504,KALIANDA,5,30291815,,
12609,30866588325,DHEGALI,5,30866588,,
12610,30291063709,NISCHINTAPUR,5,30291063,,
12611,30599447770,PASCHIM RAKHI,5,30599447,,
12612,30869465742,NAODOBA,5,30869465,,
12613,30296250474,KAICHAIL,5,30296250,,
12614,30594447195,CHAR SUDHIR,5,30594447,,
12615,30866588520,KAUNIAKANDA,5,30866588,,
12616,30291094460,JANDI,5,30291094,,
12617,30595638217,CHAR BEHER PARA,5,30595638,,
12618,30291079329,DUAIR,5,30291079,,
12619,30298438242,CHAR GAZARIA,5,30298438,,
12620,30869473809,PIPRADI (KANI BEPARIKANDI),5,30869473,,
12621,30291825807,RAJAPUR,5,30291825,,
12622,30599455258,CHAR PASHAIL,5,30599455,,
12623,30869473757,NOAPARA,5,30869473,,
12624,30291094973,UCHABARI,5,30291094,,
12625,30866588315,DHAL CHHATRA,5,30866588,,
12626,30291063753,PARARAR,5,30291063,,
12627,30291094490,KAFURPUR,5,30291094,,
12628,30599455860,SHAWGAON,5,30599455,,
12629,30296299424,JAGDIA BALIA,5,30296299,,
12630,30869473631,KIRTA,5,30869473,,
12631,30298438094,CHAR ARIALKHAN,5,30298438,,
12632,30869465794,PASCHIM NAODOBA,5,30869465,,
12633,30291815017,AMGRAM,5,30291815,,
12634,30291815128,BARKHADIA,5,30291815,,
12635,30296267033,ATKAHANIA,5,30296267,,
12636,30291860793,PURBA CHAR BARNI,5,30291860,,
12637,30291094102,BHADRASAN,5,30291094,,
12638,30291047607,MAJHIKANDA,5,30291047,,
12639,30548763089,BAKHARERKANDI,5,30548763,,
12640,30296250707,NAODUBI,5,30296250,,
12641,30291860775,PASCHIM CHAR BARNI,5,30291860,,
12642,30296267574,KODALIA,5,30296267,,
12643,30866588178,CHACHURTALA,5,30866588,,
12644,30548752403,DOTARA,5,30548752,,
12645,30291063804,PUTIA,5,30291063,,
12646,30296250928,SOLPUR,5,30296250,,
12647,30869451133,BHATKUL,5,30869451,,
12648,30599447142,BEHER PARA,5,30599447,,
12649,30291825041,ARAZI BARKHADIA,5,30291825,,
12650,30548773699,PANCH CHAR,5,30548773,,
12651,30291094219,CHARALDIA,5,30291094,,
12652,30869473601,KATHURIA,5,30869473,,
12653,30296267566,KHUDURIA,5,30296267,,
12654,30291825814,RAJABENI,5,30291825,,
12655,30291875045,ARAZI SREENAGAR,5,30291875,,
12656,30599447134,BARI SATHAK,5,30599447,,
12657,30548763349,DAIAR CHAR,5,30548763,,
12658,30296250457,JIAKULI,5,30296250,,
12659,30291063512,KAOLIBERA,5,30291063,,
12660,30291079673,NASIRABAD,5,30291079,,
12661,30291875946,SURJUADIA,5,30291875,,
12662,30548779600,MAHABATPUR,5,30548779,,
12663,30291860967,THAKURPUR,5,30291860,,
12664,30866588214,CHAR DIGHLI,5,30866588,,
12666,30866588231,CHAR LAKSHMIPUR,5,30866588,,
12667,30866588717,MULBHADAIR,5,30866588,,
12668,30869473943,SWARUP BABUR CHAR,5,30869473,,
12669,30291825817,RAJAPUR HASAMDIA,5,30291825,,
12670,30869480824,PURBA NAODOBA,5,30869480,,
12671,30548763765,CHAR RAGHUNATHPUR,5,30548763,,
12672,30296250507,KANDI,5,30296250,,
12673,30291094863,SARAIBARI,5,30291094,,
12674,30298438147,CHAR BANDARKHOLA,5,30298438,,
12675,30296267270,DEULBARIA,5,30296267,,
12676,30291094153,BIL CHATAL,5,30291094,,
12677,30291063651,MATRA,5,30291063,,
12678,30291860177,BIL KAMRAIL,5,30291860,,
12679,30869451749,NAOGAON,5,30869451,,
12680,30866588869,RAJBARI,5,30866588,,
12681,30296272478,KAJLIDANGA BILL,5,30296272,,
12682,30548763878,SATARARASHI,5,30548763,,
12683,30869480816,PAILAN MOLLARKANDI,5,30869480,,
12684,30291899908,SHIBPUR,5,30291899,,
12685,30296272753,PASHCHIM KAJALI,5,30296272,,
12686,30291047402,GOPINATHPUR,5,30291047,,
12687,30291063885,SEKHPURA,5,30291063,,
12688,30291047643,MANSURABAD,5,30291047,,
12689,30866588277,DAKSHIN CHAR KANUAKANDA,5,30866588,,
12690,30291063212,CHARABHITA,5,30291063,,
12691,30296267407,ISHWARDI,5,30296267,,
12692,30548779730,PATKANDA,5,30548779,,
12693,30291899521,KAMARGRAM,5,30291899,,
12694,30866588261,CHAULBHAG,5,30866588,,
12695,30866588323,DHANKUNIA,5,30866588,,
12696,30291099424,HAZRAHATI,5,30291099,,
12697,30298438282,CHAR MANAIR,5,30298438,,
12698,30548779833,SANNYASIR CHAR,5,30548779,,
12699,30291825160,BAHIRBHAG,5,30291825,,
12700,30291840212,CHANDANI,5,30291840,,
12701,30291815278,CHUKINAGAR,5,30291815,,
12702,30866588269,DAIRGAON,5,30866588,,
12703,30548758573,KUTUBPUR,5,30548758,,
12704,30296250849,SADIPUR,5,30296250,,
12705,30291013921,SUADI,5,30291013,,
12706,30291875925,SREENAGAR,5,30291875,,
12707,30869451586,KARPARA,5,30869451,,
12708,30548773421,GOALKANDA,5,30548773,,
12709,30291094969,TUZARPUR,5,30291094,,
12710,30296267907,SEKHARKANDI,5,30296267,,
12711,30296267790,PURBA KAJLI,5,30296267,,
12712,30548763331,CHHOTA KESHABPUR,5,30548763,,
12713,30291099438,HOGLAKANDI,5,30291099,,
12714,30291825194,BISWASPUR,5,30291825,,
12715,30291063665,MUKDOBA,5,30291063,,
12716,30296267736,PAIKKANDI,5,30296267,,
12717,30869451475,HATARBHOG,5,30869451,,
12718,30291875661,MAYANDIA,5,30291875,,
12719,30548773053,BAHIR CHAR,5,30548773,,
12720,30296250957,SREERAMPATTI,5,30296250,,
12721,30861451212,CHAR JENKIS,5,30861451,,
12722,30866588751,NAOPARA CHAR,5,30866588,,
12723,30291840233,CHAR DULALPUR,5,30291840,,
12724,30291063504,KAMARKANDA,5,30291063,,
12725,30291899267,CHHOLNA,5,30291899,,
12726,30298438564,KHAS CHAR MANAIR,5,30298438,,
12727,30548773761,RAGHUNATHPUR,5,30548773,,
12728,30291099724,NURPUR,5,30291099,,
12729,30291099417,HASAMDIA,5,30291099,,
12730,30296272374,HABELI BANAGRAM,5,30296272,,
12731,30548736215,CHAR BACHAMARA,5,30548736,,
12732,30291825354,DHULPUKURIA,5,30291825,,
12733,30869473304,DARIKANDI,5,30869473,,
12734,30869451876,RATINATH CHAR,5,30869451,,
12735,30291063746,PALLIBERA,5,30291063,,
12736,30866588254,CHARI MANDAL,5,30866588,,
12737,30869451594,KARPARA BANDUKMARA,5,30869451,,
12738,30298438954,UTTAR CHAR CHANDRA,5,30298438,,
12739,30866588861,PUNSHARA,5,30866588,,
12740,30291860716,MURAIL PURBAPARA,5,30291860,,
12741,30869473846,RAJANI BARAIRKANDI,5,30869473,,
12742,30291860713,MURAIL PASCHIM KHANDA,5,30291860,,
12743,30548773098,BALAKANDI,5,30548773,,
12744,30296250653,MARICHPATTI,5,30296250,,
12745,30861451999,CHAR ANDHAR MANIK,5,30861451,,
12746,30296272641,MAJLISHPUR,5,30296272,,
12747,30548779564,KHAS SANNAYSIR CHAR,5,30548779,,
12748,30291063468,JANGALKANDA,5,30291063,,
12749,30291013197,CHANDIDASI,5,30291013,,
12750,30296272337,GOALDI,5,30296272,,
12751,30291840977,UMARNAGAR,5,30291840,,
12752,30296250449,JHATURDIA,5,30296250,,
12753,30291099036,ATADI,5,30291099,,
12754,30548779555,KHAS CHAR BACHAMARA,5,30548779,,
12755,30291013768,PORADIA,5,30291013,,
12756,30869451482,HIZLI KHANKANDI,5,30869451,,
12757,30298438107,CHAR ARJUNPATTI,5,30298438,,
12758,30291840073,BAGUAN,5,30291840,,
12759,30869451527,JOAR NAOGAON,5,30869451,,
12760,30291013936,SULINA,5,30291013,,
12761,30548773116,BARA BAHADURPUR,5,30548773,,
12762,30869473326,DHANGIKANDI,5,30869473,,
12763,30291895734,NIDHIPUR,5,30291895,,
12764,30866518059,AITPARA,5,30866518,,
12765,30869451074,BABUR CHAR,5,30869451,,
12766,30548779394,DAULATPUR,5,30548779,,
12767,30548747654,MUNSHI KADERPUR,5,30548747,,
12768,30291031907,SONAMAYI,5,30291031,,
12769,30290352243,CHAR PANCHURIA,5,30290352,,
12770,30548773376,DAKSHINKANDI,5,30548773,,
12771,30869480415,FEDULLA BEPARIRKANDI,5,30869480,,
12772,30291840431,GUNBAHA,5,30291840,,
12773,30291013190,CHANDRA,5,30291013,,
12774,30861451606,KRISHNAPUR,5,30861451,,
12775,30290352005,UTTAR AKHALI PARA,5,30290352,,
12776,30291840153,BHABANIPUR,5,30291840,,
12777,30291825622,LOKNATH,5,30291825,,
12778,30291825257,CHATUL,5,30291825,,
12779,30291063168,BISARIKANDA,5,30291063,,
12780,30291840525,KAMARGRAM,5,30291840,,
12781,30291013409,GUNPALDI,5,30291013,,
12782,30296222807,RAGHURDIA,5,30296222,,
12783,30296222695,NAGARDIA,5,30296222,,
12784,30866588489,JUJIBHUM CHAR,5,30866588,,
12785,30291031204,CHANDRA,5,30291031,,
12786,30291875765,PARAMESHWARDI,5,30291875,,
12787,30548736017,BACHAMARA,5,30548736,,
12788,30548773062,BAIKUNTHAPUR,5,30548773,,
12789,30869480356,DIARA GOPALPUR,5,30869480,,
12790,30296222228,CHURIA CHAR,5,30296222,,
12791,30291031899,SINGARDAK,5,30291031,,
12792,30291840434,GURDIA,5,30291840,,
12793,30296272328,GHORAMARA BILL,5,30296272,,
12794,30296272237,DAFA,5,30296272,,
12795,30296272761,PATPASAR BAGAT,5,30296272,,
12796,30291031314,DIGHALKANDA,5,30291031,,
12797,30296222661,MEGHARKANDI,5,30296222,,
12798,30861451147,CHAR ALLEN,5,30861451,,
12799,30291840674,MINAJPUR,5,30291840,,
12800,30291840528,KAMARHELA,5,30291840,,
12801,30548779259,CHAR GUPTERKANDA,5,30548779,,
12802,30869414905,SAULGARIA KANTARSAR,5,30869414,,
12803,30291031621,MALIGRAM,5,30291031,,
12804,30291039073,BAMANKANDA,5,30291039,,
12805,30869421089,BARA KRISHNAPUR,5,30869421,,
12806,30291031278,DAKSHIN CHAR CHANDRA,5,30291031,,
12807,30298438188,CHAR BRAHMAN PARA,5,30298438,,
12808,30861451995,UTTAR MATHABHANGA,5,30861451,,
12809,30548773179,BENCHARA,5,30548773,,
12810,30866531060,BUBUR CHAR KHAGUTIA,5,30866531,,
