id,value,name,loc_type,parent,latitude,longitude
1,4001,BAGERHAT,2,40,22.3686115374,89.7394366829
2,2003,BANDARBAN,2,20,21.8071861667,92.3638878884
3,5010,BOGRA,2,50,24.8245163362,89.378751113
4,2012,BRAHAMANBARIA,2,20,23.9531285198,91.0835437119
5,2013,CHANDPUR,2,20,23.2736608699,90.7711867248
6,2015,CHITTAGONG,2,20,22.4429170749,91.8344252164
7,4018,CHUADANGA,2,40,23.6082271134,88.8480140289
8,2019,COMILLA,2,20,23.4368961326,91.0339314977
9,3026,DHAKA,2,30,23.7869632675,90.2507633651
10,5527,DINAJPUR,2,55,25.6298523379,88.7868145968
11,3029,FARIDPUR,2,30,23.4789569148,89.8388216852
12,2030,FENI,2,20,22.9993879826,91.412429611
13,5532,GAIBANDHA,2,55,25.2987635568,89.5057653515
14,6036,HABIGANJ,2,60,24.3681051061,91.4303895657
15,4539,JAMALPUR,2,45,24.9731971184,89.8462203105
16,5038,JOYPURHAT,2,50,25.0928354456,89.0830607798
17,2046,KHAGRACHHARI,2,20,23.164472676,91.9521349328
18,4047,KHULNA,2,40,22.4694182124,89.4478048475
19,3048,KISHOREGANJ,2,30,24.376189189,90.9424187474
20,2051,LAKSHMIPUR,2,20,22.8918566686,90.8560493114
21,4057,MEHERPUR,2,40,23.7941784155,88.707108155
22,3059,MUNSHIGANJ,2,30,23.5257358479,90.4172779771
23,5070,NAWABGANJ,2,50,24.7156193703,88.2639161227
24,4572,NETRAKONA,2,45,24.8705393281,90.8446083409
25,5573,NILPHAMARI,2,55,26.0246285765,88.9294585754
26,2075,NOAKHALI,2,20,22.6938242491,91.1247689838
27,2084,RANGAMATI,2,20,22.8299887643,92.2795317066
28,3086,SHARIATPUR,2,30,23.2475093977,90.4083241608
29,5088,SIRAJGANJ,2,50,24.3916419473,89.5996751142
30,6090,SUNAMGANJ,2,60,24.9385154543,91.3461588315
31,5594,THAKURGAON,2,55,25.990615655,88.3456100095
32,20,CHITTAGONG,1,-1,22.7095064381,91.7320248071
33,45,MYMENSINGH,1,-1,24.8466577208,90.3804947045
34,60,SYLHET,1,-1,24.7154916861,91.6641246977
35,404104,ABHAYNAGAR,3,4041,23.0176616247,89.4205740121
36,302602,ADABOR,3,3026,23.7701236148,90.3532785291
37,201202,AKHAURA,3,2012,23.8387591574,91.1952727133
38,302903,ALFADANGA,3,3029,23.2969386747,89.6698632549
39,200304,ALIKADAM,3,2003,21.6000729251,92.3846354269
40,100409,AMTALI,3,1004,22.0749677472,90.2026849131
41,201504,ANOWARA,3,2015,22.2017711577,91.8813611634
42,201233,ASHUGANJ,3,2012,24.0158750695,91.0184559246
43,507605,ATGHARIA,3,5076,24.1081808327,89.2821516107
44,506403,ATRAI,3,5064,24.6252252723,88.987845312
45,558503,BADARGANJ,3,5585,25.666014844,89.0563091253
46,400108,BAGERHAT SADAR,3,4001,22.6775598393,89.7633559424
47,508110,BAGHA,3,5081,24.2005253842,88.8283769532
48,208407,BAGHAI CHHARI,3,2084,23.3730881961,92.2294484107
49,603605,BAHUBAL,3,6036,24.3605625779,91.5465294319
50,304806,BAJITPUR,3,3048,24.2245958413,90.9511038821
51,201510,BAKALIA,3,2015,22.3471201544,91.8555748019
52,453907,BAKSHIGANJ,3,4539,25.2148413266,89.8526951355
53,308207,BALIA KANDI,3,3082,23.6496720571,89.5506195817
54,200314,BANDARBAN SADAR,3,2003,22.1710319972,92.2182831021
55,506915,BARAIGRAM,3,5069,24.2735377305,89.1476407194
56,100428,BARGUNA SADAR,3,1004,22.134525424,90.1089942548
57,208421,BARKAL,3,2084,22.8453066134,92.3446607422
58,605814,BARLEKHA,3,6058,24.708251457,92.1756635818
59,201506,BAYEJID BOSTAMI,3,2015,22.4194009982,91.8078674195
60,306807,BELABO,3,3068,24.098586139,90.8492804728
61,208429,BELAI CHHARI,3,2084,22.3027863809,92.4852631946
62,507616,BERA,3,5076,23.9422164898,89.6560455298
63,405015,BHERAMARA,3,4050,24.0568550602,88.9815942571
64,507018,BHOLAHAT,3,5070,24.896305497,88.2096615171
65,302606,BIMAN BANDAR THANA,3,3026,23.8475524747,90.4060438634
66,552717,BIRAL,3,5527,25.646755767,88.5476661393
67,609120,BISHWANATH,3,6091,24.8350555767,91.7293622459
68,201512,BOALKHALI,3,2015,22.3767777858,91.9690651414
69,552721,BOCHAGANJ,3,5527,25.7859137729,88.4535478651
70,201213,BRAHMANBARIA SADAR,3,2012,23.9505566843,91.1189185541
71,100921,BURHANUDDIN,3,1009,22.4829476444,90.7186618784
72,201519,CHANDGAON,3,2015,22.3875474525,91.864922269
73,302921,CHAR BHADRASAN,3,3029,23.5925372524,89.9780271881
74,508125,CHARGHAT,3,5081,24.3001012105,88.7753326289
75,207510,CHATKHIL,3,2075,23.0537958172,90.9638008697
76,201931,CHAUDDAGRAM,3,2019,23.2202524086,91.2803640099
2730,20120743701,NURPUR,5,20120743,,
77,203014,CHHAGALNAIYA,3,2030,23.0169083435,91.5071410933
78,554909,CHILMARI,3,5549,25.5662902798,89.7183279453
79,201520,CHITTAGONG PORT,3,2015,22.308315163,91.7859308962
80,401823,CHUADANGA SADAR,3,4018,23.5887732705,88.8845807984
81,201967,COMILLA ADARSHA SADAR,3,2019,23.4698889669,91.1710585453
82,609127,COMPANIGANJ,3,6091,25.0798423414,91.7734202726
83,202224,COX'S BAZAR SADAR,3,2022,21.5054078337,92.0344518532
84,308625,DAMUDYA,3,3086,23.1368610047,90.4216111168
85,201936,DAUDKANDI,3,2019,23.5025836274,90.7730967051
86,404721,DAULATPUR,3,4047,22.8751622318,89.5091557222
87,201940,DEBIDWAR,3,2019,23.5783381956,90.9978565183
88,609029,DERAI,3,6090,24.7875165242,91.3360367665
89,453915,DEWANGANJ,3,4539,25.2634764609,89.7659963841
90,506428,DHAMOIRHAT,3,5064,25.1304109514,88.8229230637
91,302614,DHAMRAI,3,3026,23.9370306992,90.1415398909
92,309325,DHANBARI,3,3093,24.6866596723,89.9333344911
93,404740,DIGHALIA,3,4047,22.9250039227,89.5600758369
94,204643,DIGHINALA,3,2046,23.3993180816,92.049825617
95,557312,DIMLA,3,5573,26.1720759733,88.9725346911
96,609033,DOWARABAZAR,3,6090,25.071801895,91.5624340799
97,107855,DUMKI,3,1078,22.4504236855,90.3719456777
98,508131,DURGAPUR,3,5081,24.466794898,88.7601806883
99,302947,FARIDPUR SADAR,3,3029,23.6047663092,89.8165109443
100,201533,FATIKCHHARI,3,2015,22.7563008863,91.7472553936
101,552738,FULBARI,3,5527,25.4702906318,88.9019320085
102,456120,FULBARIA,3,4561,24.5864093383,90.2544718412
103,558527,GANGACHARA,3,5585,25.8741557825,89.1934106388
104,405747,GANGNI,3,4057,23.8577632233,88.7711500993
105,305622,GHIOR,3,3056,23.8734663496,89.9042280093
106,507037,GOMASTAPUR,3,5070,24.8569042543,88.355144939
107,303532,GOPALGANJ SADAR,3,3035,23.0602406382,89.8486369768
108,308636,GOSAIRHAT,3,3086,23.079064602,90.4484234446
109,609141,GOWAINGHAT,3,6091,25.0832043704,91.9583467316
110,201347,HAIM CHAR,3,2013,23.0693033799,90.6265507466
111,201349,HAJIGANJ,3,2013,23.2628641047,90.8372638754
112,552747,HAKIMPUR,3,5527,25.2920325337,89.0620042413
113,456124,HALUAGHAT,3,4561,25.084649155,90.3513914039
114,201537,HATHAZARI,3,2015,22.5279014847,91.7977370919
115,201954,HOMNA,3,2019,23.6792220373,90.8127579415
116,304827,HOSSAINPUR,3,3048,24.4488566979,90.6629192447
117,609153,JAINTIAPUR,3,6091,25.056390171,92.101473473
118,557336,JALDHAKA,3,5573,26.0295141674,88.9934254232
119,453936,JAMALPUR SADAR,3,4539,24.8441046439,90.0124591006
120,404123,JHIKARGACHHA,3,4041,23.0690157086,89.054227874
121,208447,JURAI CHHARI,3,2084,22.6308278232,92.4224603769
122,201358,KACHUA,3,2013,23.3626038471,90.8817028408
123,107866,KALA PARA,3,1078,21.9356771245,90.2184276964
124,503858,KALAI,3,5038,25.0777046844,89.1978376475
125,408743,KALAROA,3,4087,22.8807320135,89.0301918004
126,303332,KALIAKAIR,3,3033,24.1032620167,90.2646122508
127,408747,KALIGANJ,3,4087,22.4472654621,89.0623690779
128,305440,KALKINI,3,3054,23.0709111554,90.2482264629
129,605856,KAMALGANJ,3,6058,24.315671907,91.8592265459
130,205133,KAMALNAGAR,3,2051,22.7675559378,90.8653175848
131,302634,KAMRANGIR CHAR,3,3026,23.7115984241,90.3719782775
132,208436,KAPTAI,3,2084,22.4597996706,92.1935010388
133,201263,KASBA,3,2012,23.763147116,91.1304345867
134,303543,KASHIANI,3,3035,23.1906924499,89.7963896637
135,558542,KAUNIA,3,5585,25.7638722027,89.3949800561
136,508850,KAZIPUR,3,5088,24.6702261669,89.6872351091
137,457247,KENDUA,3,4572,24.6773185845,90.8028473448
138,404748,KHAN JAHAN ALI,3,4047,22.9168233582,89.490444667
139,302636,KHILGAON,3,3026,23.7598498866,90.4545518566
140,201543,KHULSHI,3,2015,22.366036399,91.8001950076
141,557345,KISHOREGANJ,3,5573,25.8959451157,89.0328357411
142,303551,KOTALI PARA,3,3035,23.0110000273,90.0206708661
143,404442,KOTCHANDPUR,3,4044,23.4478821257,88.9987261613
144,201541,KOTWALI,3,2015,22.3428011099,91.832428628
145,405071,KUMARKHALI,3,4050,23.856679927,89.2095240908
146,202245,KUTUBDIA,3,2022,21.8380630012,91.8625767706
147,205143,LAKSHMIPUR SADAR,3,2051,22.9210879503,90.863402329
148,201547,LOHAGARA,3,2015,21.9861546048,92.1110210484
149,453958,MADARGANJ,3,4539,24.8818888281,89.7408678874
150,305454,MADARIPUR SADAR,3,3054,23.1938023434,90.1748038942
151,603671,MADHABPUR,3,6036,24.1203263565,91.3414863052
152,302956,MADHUKHALI,3,3029,23.5409382201,89.6120069132
4252,30932894425,HAJIPUR,5,30932894,,
153,405557,MAGURA SADAR,3,4055,23.4518584675,89.4129775194
154,506450,MAHADEBPUR,3,5064,24.9199575694,88.7647123662
155,204665,MAHALCHHARI,3,2046,22.9514761664,92.0233736159
156,204667,MANIKCHHARI,3,2046,22.8412816668,91.8190123833
157,306852,MANOHARDI,3,3068,24.1607389318,90.7304413622
158,107958,MATHBARIA,3,1079,22.2851960792,89.9505658314
159,204670,MATIRANGA,3,2046,23.104534492,91.8547611908
160,201379,MATLAB UTTAR,3,2013,23.41372384,90.6419176423
161,405787,MEHERPUR SADAR,3,4057,23.7664688354,88.6611623972
162,201553,MIRSHARAI,3,2015,22.8100138038,91.5500837322
163,558558,MITHA PUKUR,3,5585,25.5713732232,89.2611096398
164,304859,MITHAMAIN,3,3048,24.4331389166,91.1106240742
165,457263,MOHANGANJ,3,4572,24.8266827083,91.0237100616
166,508153,MOHANPUR,3,5081,24.553392622,88.6403930278
167,400156,MOLLAHAT,3,4001,22.8826614695,89.7733514201
168,405760,MUJIB NAGAR,3,4057,23.6682528508,88.6213107323
169,303558,MUKSUDPUR,3,3035,23.266661017,89.9144287908
170,201981,MURADNAGAR,3,2019,23.6776283316,90.94367245
171,603677,NABIGANJ,3,6036,24.5696647095,91.5444710311
172,201285,NABINAGAR,3,2012,23.8635288718,90.980461943
173,309376,NAGARPUR,3,3093,24.0477069458,89.8741782581
174,458970,NALITABARI,3,4589,25.1174855384,90.1835659821
175,201987,NANGALKOT,3,2019,23.1400104739,91.209205849
176,506460,NAOGAON SADAR,3,5064,24.8110299059,88.8982826315
177,306860,NARSINGDI SADAR,3,3068,23.866508064,90.7081251849
178,201290,NASIRNAGAR,3,2012,24.1822804676,91.1875381449
179,457274,NETROKONA SADAR,3,4572,24.88675632,90.7374270735
180,302663,NEW MARKET,3,3026,23.7357260432,90.3809838723
181,506469,NIAMATPUR,3,5064,24.8283911658,88.5515462041
182,557364,NILPHAMARI SADAR,3,5573,25.94158581,88.8548761495
183,507655,PABNA SADAR,3,5076,23.9937113068,89.2814443606
184,201555,PAHARTALI,3,2015,22.3595005004,91.7730047682
185,302665,PALTAN,3,3026,23.7344834784,90.413753479
186,204677,PANCHHARI,3,2046,23.3198369358,91.9101503879
187,203051,PARSHURAM,3,2030,23.20149981,91.4397332519
188,201565,PATENGA,3,2015,22.2630683572,91.7957230331
189,555270,PATGRAM,3,5552,26.3399442655,89.0239878621
190,100485,PATHARGHATA,3,1004,22.0946800317,89.9661914974
191,201561,PATIYA,3,2015,22.2920888634,91.9638001134
192,506475,PATNITALA,3,5064,25.0754166788,88.7165423464
193,202256,PEKUA,3,2022,21.8181708818,91.9528184319
194,404769,PHULTALA,3,4047,22.9565705348,89.441919263
195,558573,PIRGACHHA,3,5585,25.6651740587,89.4199940496
196,554977,RAJARHAT,3,5549,25.785974016,89.5422830349
197,208478,RAJASTHALI,3,2084,22.3785189498,92.2417028836
198,308276,RAJBARI SADAR,3,3082,23.717447405,89.6541355807
199,508185,RAJPARA,3,5081,24.3771575305,88.5672695367
200,205165,RAMGANJ,3,2051,23.0987954011,90.8725891459
201,202266,RAMU,3,2022,21.4406717552,92.1210200997
202,201570,RANGUNIA,3,2015,22.4649704257,92.0666297914
203,200389,ROWANGCHHARI,3,2003,22.2093411954,92.3398840401
204,205158,ROYPUR,3,2051,22.9998376203,90.7310041919
205,302668,SABUJBAGH,3,3026,23.7345341362,90.4423754932
206,553282,SADULLAPUR,3,5532,25.3946942833,89.4262621715
207,309385,SAKHIPUR,3,3093,24.3066740412,90.1728849082
208,201578,SANDWIP,3,2015,22.5247513782,91.4533142107
209,506486,SAPAHAR,3,5064,25.1180437264,88.5303743878
210,400177,SARANKHOLA,3,4001,22.1097389983,89.8079347671
211,453985,SARISHABARI,3,4539,24.7185852155,89.830470775
212,201582,SATKANIA,3,2015,22.105385548,92.059220871
213,305974,SERAJDIKHAN,3,3059,23.5977746839,90.3564757975
214,302674,SHAH ALI,3,3026,23.8119174298,90.3472294154
215,508190,SHAH MAKHDUM,3,5081,24.402906704,88.6084742018
216,201395,SHAHRASTI,3,2013,23.2087666512,90.9569101807
217,405585,SHALIKHA,3,4055,23.348131252,89.3585179151
218,305678,SHIBALAYA,3,3056,23.8384042264,89.8101955095
219,501094,SHIBGANJ,3,5010,25.0164350319,89.3066270445
220,508878,SIRAJGANJ SADAR,3,5088,24.4942069205,89.6885813926
221,201586,SITAKUNDA,3,2015,22.5589664323,91.6828132204
222,404785,SONADANGA,3,4047,22.8198829465,89.5421017897
223,203094,SONAGAZI,3,2030,22.8610324991,91.3954465698
224,306704,SONARGAON,3,3067,23.675646442,90.5932491611
225,303386,SREEPUR,3,3033,24.2051439709,90.4431171655
226,207585,SUBARNACHAR,3,2075,22.6201708339,91.1517048349
227,507683,SUJANAGAR,3,5076,23.8966167905,89.5127576353
228,609089,SUNAMGANJ SADAR,3,6090,25.0508266622,91.3954238073
229,553291,SUNDARGANJ,3,5532,25.5100399826,89.5638904985
230,609092,TAHIRPUR,3,6090,25.1281071007,91.1633994356
231,302690,TEJGAON,3,3026,23.7628718961,90.3916520076
232,202290,TEKNAF,3,2022,20.9924699901,92.2234568201
233,557790,TENTULIA,3,5577,26.5134768119,88.4300361307
234,404794,TEROKHADA,3,4047,22.9125540378,89.654281634
235,200395,THANCHI,3,2003,21.637248346,92.5308964802
236,305994,TONGIBARI,3,3059,23.4760166102,90.4526728414
237,302693,TURAG,3,3026,23.8599527099,90.366750219
238,202294,UKHIA,3,2022,21.2292963624,92.1159591257
239,508894,ULLAH PARA,3,5088,24.3273597055,89.5181068965
240,30599411,ABDULLAHPUR,4,305994,23.5428604143,90.4703818507
241,20153311,ABDULLAPUR,4,201533,22.5709765027,91.8693575644
242,40507916,ABDULPUR,4,405079,23.7456840645,89.1075128987
243,55273013,ABDULPUR,4,552730,25.6653463064,88.7926525117
244,45617213,ACHARGAON,4,456172,24.5494291375,90.6964433767
245,45612011,ACHIM PATULI,4,456120,24.5372919264,90.2938394233
246,10783810,ADABARIA,4,107838,22.3675894714,90.452077189
247,60367116,ADAIR,4,603671,24.0818571165,91.2997631299
248,50100613,ADAM DIGHI,4,501006,24.8064559139,89.0419853964
249,30480211,ADAMPUR,4,304802,24.3439014509,91.1784298841
250,60585617,ADAMPUR,4,605856,24.248527615,91.8930446742
251,45395811,ADARBHITA,4,453958,24.839493901,89.7780318238
252,20190911,ADDA,4,201909,23.3352100797,90.9801682412
253,20198711,ADRA,4,201987,23.1413682108,91.1480005219
254,45396117,ADRA,4,453961,24.9454280191,89.8237414803
255,10424331,ADRABUNIA,4,104243,22.481513538,90.1572045436
256,60908910,AFTABNAGAR,4,609089,25.0668593541,91.4403066171
257,20190918,AGANAGAR,4,201909,23.4232616879,91.0713771829
258,30263811,AGANAGAR,4,302638,23.7003932604,90.4022138536
259,40878213,AGARDARI,4,408782,22.7586056952,89.0295730682
260,50768317,AHAMMEDPUR,4,507683,23.9414112507,89.569117127
261,50381399,PAURASHAVA,4,503813,24.9636184373,89.0278474065
262,55273825,ALADIPUR,4,552738,25.4839601884,88.9101223227
263,55852716,ALAM BIDITAR,4,558527,25.9055348906,89.1367190384
264,55859225,ALAMPUR,4,558592,25.7768046194,88.9684726223
265,30290310,ALFADANGA,4,302903,23.2751518108,89.7231332048
266,30291013,ALGI,4,302910,23.3681751737,89.950059717
267,20224513,ALI AKBAR DEIL,4,202245,21.763031501,91.8458179006
268,55274713,ALIHAT,4,552747,25.2745457997,89.1096975123
269,20038919,ALIKHONG,4,200389,22.2506394993,92.3887291575
270,10066213,ALIMABAD,4,100662,22.7366184974,90.5501093824
271,60585619,ALINAGAR,4,605856,24.3380103452,91.8852548952
272,60911711,ALINAGAR,4,609117,24.8849664022,92.1009236588
273,10785210,ALIPUR,4,107852,22.2568361929,90.509917913
274,40878216,ALIPUR,4,408782,22.6809815994,89.0153304238
275,30675820,ALIRTEK,4,306758,23.5793403951,90.4787480043
276,30935721,ALOKDIA,4,309357,24.5698848907,90.0271117622
277,40182311,ALOKDIA,4,401823,23.6575754706,88.8182274926
278,55273015,ALOKDIHI,4,552730,25.767857365,88.8075072084
279,55276015,ALOKJHARI,4,552760,25.9577640621,88.7326876717
280,50647517,AMAIR,4,506475,25.0268359451,88.8721820399
281,20157811,AMANULLAH,4,201578,22.5589239218,91.4455952468
282,55777311,AMARKHANA,4,557773,26.4397667595,88.5922051345
283,40506317,AMBARIA,4,405063,23.8745020479,89.3393329345
284,20758313,AMBARNAGAR,4,207583,22.9989149501,91.1709252282
285,30548013,AMGRAM,4,305480,23.1538572994,90.0459001192
286,20154710,AMIRABAD,4,201547,22.0259985488,92.1024901742
287,45619413,AMIRABARI,4,456194,24.4758708828,90.4034368006
288,20304113,AMJADHAT,4,203041,23.1218298599,91.4868354012
289,40578719,AMJHUPI,4,405787,23.7696576271,88.6803744888
290,30680711,AMLABA,4,306807,24.0715384802,90.8375625986
291,10787613,AMRAGACHHIA,4,107876,22.3972552025,90.2169518365
292,10794715,AMRAJURI,4,107947,22.6461847584,90.0675101774
293,50108516,AMROOL,4,501085,24.7351817019,89.4457909788
294,45612417,AMTAIL,4,456124,25.0163785836,90.3310155443
295,10040913,AMTALI,4,100409,22.0753095782,90.2471446695
296,30936615,ANAITARA,4,309366,24.0681227512,90.0089051445
297,20304127,ANANDAPUR,4,203041,23.0716856508,91.4298848371
298,55490613,ANDHARI JHAR,4,554906,26.0578357713,89.7073899191
299,40185519,ANDULBARIA,4,401855,23.4787409204,88.9063999875
300,10785519,ANGARIA,4,107855,22.480884398,90.3755748464
301,20150415,ANOWARA,4,201504,22.2178111216,91.9044590949
302,40870415,ANULIA,4,408704,22.43211284,89.2274931079
303,45398510,AONA,4,453985,24.6529521803,89.8250888458
304,30482713,ARAIBARIA,4,304827,24.4117318772,90.6620309209
305,20123312,ARAISIDHA,4,201233,24.0089227398,91.0039857354
837,30939541,GALA,4,309395,24.2955645409,89.9162160536
306,40472110,ARANGHATA,4,404721,22.8729090124,89.4999169784
307,50811021,ARANI,4,508110,24.2752514363,88.8697730375
308,50811000,ARANI PAURASHAVA,4,508110,24.2894812834,88.8658729735
309,30935724,ARANKHOLA,4,309357,24.6825840569,90.0752827091
310,50108517,ARIA,4,501085,24.7291377149,89.3810534615
311,50694457,ARJUNPUR BOROMHATI,4,506944,24.1832036671,89.0410789881
312,10040915,ARPANGASHIA,4,100409,22.0938278378,90.1874763676
313,30861412,ARSHI NAGAR UNION,4,308614,23.1775918785,90.5345569995
314,60588315,ASHIDRON,4,605883,24.2684920844,91.7266015595
315,20132218,ASHIKATI,4,201322,23.2730433753,90.7093495946
316,45615225,ASHTADHAR,4,456152,24.863827473,90.2272954377
317,20123314,ASHUGANJ,4,201233,24.0220202337,91.0202777776
318,55276416,ASKARPUR,4,552764,25.5261997226,88.6197022445
319,20192747,ATBAR PUR,4,201927,23.4589352341,91.0082921417
320,60908623,ATGAON,4,609086,24.7482710411,91.1969494491
321,50760599,PAURASHAVA,4,507605,24.1149925475,89.2381970888
322,10040923,ATHARAGASHIA,4,100409,22.2086806222,90.3350406037
323,40555721,ATHARAKHADA,4,405557,23.5309291548,89.4156604654
324,30932311,ATIA,4,309323,24.1615475736,89.9192505554
325,40015617,ATJURI,4,400156,22.8958933381,89.8152030053
326,30598411,ATPARA,4,305984,23.5446807769,90.3177889804
327,40878611,ATULIA,4,408786,22.3286971915,89.1843080221
328,50811220,AUCH PARA,4,508112,24.6047764582,88.7043154314
329,40657611,AURIA,4,406576,23.1776057595,89.5505596099
330,30935728,AUSNARA,4,309357,24.5812647351,90.0980178891
331,30480223,AUSTAGRAM,4,304802,24.2878117539,91.1099525068
332,30599423,AUTSHAHI,4,305994,23.5194687803,90.4292964431
333,50387431,AYMARASULPUR,4,503874,25.1725030231,88.9895758775
334,30562811,AZIMNAGAR,4,305628,23.6558068114,89.9857837737
335,55271713,AZIMPUR,4,552717,25.7260969703,88.6034553373
336,20464315,BABUCHHARA,4,204643,23.5011699723,92.0318118844
337,30827375,PANGSHA,4,308273,23.7851134244,89.3903190082
338,55948615,BACHOR,4,559486,25.9147137998,88.2928237722
339,50640621,BADALGACHHI,4,506406,24.9600448895,88.8865487362
340,20751017,BADALKUT,4,207510,23.1064478887,90.9651056328
341,60360227,BADALPUR,4,603602,24.6036380264,91.324228529
342,55850316,BADARGANJ,4,558503,25.6417960897,89.0767305642
343,10789511,BADARPUR,4,107895,22.3991363246,90.3203366528
344,30260413,BADDA,4,302604,23.776980778,90.4342711144
345,50819427,BADHAIR,4,508194,24.633114396,88.4562750574
346,40419013,BAGACHRA,4,404190,22.9767528644,88.9626971564
347,20309419,BAGADANA,4,203094,22.915673384,91.3691382152
348,45390711,BAGAR CHAR,4,453907,25.2642359158,89.8306498157
349,50690919,BAGATI PARA,4,506909,24.3335460388,88.9470606451
350,40010899,PAURASHAVA,4,400108,22.6623454674,89.7877119094
351,30687621,BAGHABA,4,306876,24.0060363904,90.7677389978
352,20132222,BAGHADI,4,201322,23.2121576192,90.6991162992
353,45611610,BAGHBER,4,456116,25.0950128221,90.4550605836
354,30598413,BAGHRA,4,305984,23.5349056994,90.1899196887
355,40555725,BAGIA,4,405557,23.4869615712,89.4767945197
356,20157411,BAGOAN,4,201574,22.4376981856,91.9423785939
357,40507116,BAGULAT,4,405071,23.8137388602,89.171992842
358,30827316,BAHADURPUR,4,308273,23.8748318411,89.3776916373
359,40419017,BAHADURPUR,4,404190,23.0876388297,88.9024749848
360,40501513,BAHADURPUR,4,405015,24.1124734807,88.9548682688
361,40013410,BAHIRDIA MANSA,4,400134,22.7763098633,89.6788600016
362,30670424,BAIDYER BAZAR,4,306704,23.6641671145,90.620618245
363,45619415,BAILAR,4,456194,24.6341865259,90.3957765067
364,20151813,BAILTALI,4,201518,22.1567141421,92.0065477911
365,10061021,BAISARI PARA,4,100610,22.7917591654,90.1350981264
366,20197413,BAISHGAON,4,201974,23.1424066319,91.0344473667
367,45898811,BAJITKHILA,4,458988,25.058600966,90.0374886307
368,30548028,BAJITPUR,4,305480,23.1642642357,90.0799211422
369,40471710,BAJUA,4,404717,22.5602232994,89.5425124871
370,50811022,BAJUBAGHA,4,508110,24.2064224163,88.8532946806
371,20134975,DAKSHIN RAJARGAON,4,201349,23.2716051277,90.7799702548
372,20198734,BAKSHAGANJ,4,201987,23.0733723672,91.2525832598
373,30266213,BAKSHNAGAR,4,302662,23.6404396548,90.1748032967
374,50815313,BAKSHIMAIL,4,508153,24.538045854,88.6534541186
375,10785722,BAKULBARIA,4,107857,22.3123525526,90.48366815
376,55733613,BALAGRAM,4,557336,26.0522508387,89.0062025371
377,45898813,BALAIR CHAR,4,458988,24.948612192,90.0179419294
378,45724713,BALAISHIMUL,4,457247,24.7243987404,90.8097517729
379,20199410,BALARAMPUR,4,201994,23.6100296232,90.8126691007
380,20132227,UTTAR BALIA,4,201322,23.1815934655,90.6841331854
381,45618111,BALIA,4,456181,24.9802672844,90.4389686231
382,40471223,BALIADANGA,4,404712,22.7193443673,89.5470279884
383,30820719,BALIAKANDI,4,308207,23.6273104529,89.5370343116
384,30567019,BALIATI,4,305670,23.9948445319,90.0266852121
385,50706618,BALIDANGA,4,507066,24.6361871926,88.274718407
386,30544012,BALIGRAM,4,305440,23.1123145652,90.1851926523
387,60909210,BALIJURI,4,609092,25.1047824215,91.2362738554
388,55496111,BALLABHER KHAS,4,554961,25.9557846976,89.7894976284
389,55322414,BALLAMJHAR,4,553224,25.3390832051,89.5005200231
390,50109510,BALUA,4,501095,25.0249383287,89.4686557394
391,30592410,BALUAKANDI,4,305924,23.6021626875,90.640153059
392,50640631,BALUBHARA,4,506406,24.9138716861,88.9090958111
393,20848727,BALUKHALI,4,208487,22.6155451283,92.2714427974
394,60366813,BAMAI,4,603668,24.2975456131,91.2574796274
395,55329111,BAMANDANGA,4,553291,25.5613389581,89.4370559685
396,40574710,BAMANDI,4,405747,23.8887505234,88.7945123744
397,20221612,BAMO BILCHARI,4,202216,21.8114694524,92.190048963
398,10069410,BAMRAIL,4,100694,22.8697940942,90.2555448869
399,30267222,BANAGRAM,4,302672,23.8159901726,90.2934534874
400,40410919,BANDABILLA,4,404109,23.2998506323,89.2838843957
401,20031499,PAURASHAVA,4,200314,22.2079357959,92.2068300527
402,30548711,BANDARKHOLA,4,305487,23.4417962788,90.1290660238
403,50818213,BANESHWAR,4,508182,24.3742300844,88.7758833269
404,45896717,BANESHWARDI,4,458967,24.9548048271,90.150918514
405,20514313,BANGAKHA,4,205143,22.9581353166,90.8753193927
406,30480235,BANGAL PARA,4,304802,24.2411690577,91.0871306816
407,55490638,BANGASONAHAT,4,554906,26.0974431402,89.7464048962
408,20198717,BANGODDA,4,201987,23.2261793596,91.2316854027
409,30932525,BANIAJAN,4,309325,24.7289113312,89.9254632833
410,30827614,BANIBAHA,4,308276,23.6925107747,89.6197167334
411,40471713,BANISHANTA,4,404717,22.470037339,89.5683449525
412,10785231,BANSHBARIA,4,107852,22.3021634407,90.6024878464
413,45393613,BANSHCHARA,4,453936,24.812968594,90.0773450649
414,30686416,BANSHGARI,4,306864,23.910655567,90.8912675536
415,20150899,BANSHKHALI PAURASHAVA,4,201508,22.0051376198,91.9658180712
416,40017311,BANSHTALI,4,400173,22.5758526613,89.6853043391
417,10789727,BARA BAISDIA,4,107897,21.913208932,90.3582459379
418,40443310,BARA BAZAR,4,404433,23.3112144395,89.168511738
419,30685221,BARA CHAPA,4,306852,24.1831776589,90.7710325421
420,60915913,BARA CHATUL,4,609159,25.0261004814,92.1943187902
421,50881113,BARA DHUL,4,508811,24.286241966,89.7504072667
422,20842131,BARA HARINA,4,208421,23.0080168803,92.3449774273
423,55855826,BARA HAZRATPUR,4,558558,25.5434708023,89.3227123985
424,10063613,BARA JALIA,4,100636,22.912763594,90.5134809934
425,20192723,BARA KARAI,4,201927,23.3944584552,90.9456460258
